RabA,RabB,RabC,RabD,RabE,
1541265.35585,1556659.15985,1464296.33584,1572052.96386,1554774.20426,
1541265.35585,1556659.15985,1464296.33584,1572052.96386,1554774.20426,
0.0,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1633628.17987,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1618234.37586,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1618234.37586,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1618234.37586,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1618234.37586,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1618234.37586,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1618234.37586,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1618234.37586,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1602840.57186,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1602840.57186,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1556659.15985,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1556659.15985,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1556659.15985,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1556659.15985,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1556659.15985,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1556659.15985,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1541265.35585,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1541265.35585,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1525871.55185,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1525871.55185,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1525871.55185,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1525871.55185,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1525871.55185,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1525871.55185,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1495083.94384,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1464296.33584,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1464296.33584,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1433508.72783,1649021.98387,1510477.74785,1556659.15985,400238.90407,
1433508.72783,1649021.98387,1510477.74785,1556659.15985,400238.90407,
0.0,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1618234.37586,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1618234.37586,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1602840.57186,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1587446.76786,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1572052.96386,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1572052.96386,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1556659.15985,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1556659.15985,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1541265.35585,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1541265.35585,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1541265.35585,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1525871.55185,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1510477.74785,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1510477.74785,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1510477.74785,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1495083.94384,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1495083.94384,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1464296.33584,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1464296.33584,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1464296.33584,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1464296.33584,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1433508.72783,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1433508.72783,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1433508.72783,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1433508.72783,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1418114.92383,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1418114.92383,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1418114.92383,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
1418114.92383,1618234.37586,1741384.80788,1264176.8838,1910716.65191,
0.0,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1633628.17987,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1633628.17987,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1633628.17987,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1633628.17987,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1633628.17987,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1633628.17987,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1602840.57186,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1602840.57186,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1602840.57186,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1602840.57186,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1602840.57186,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1602840.57186,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1602840.57186,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1587446.76786,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1587446.76786,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1572052.96386,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1556659.15985,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1556659.15985,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1541265.35585,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1525871.55185,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1525871.55185,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1525871.55185,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1510477.74785,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1510477.74785,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1510477.74785,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1495083.94384,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1479690.13984,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1479690.13984,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1479690.13984,1772172.41589,1248783.0798,1772172.41589,1664415.78787,
1633628.17987,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1633628.17987,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1618234.37586,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1618234.37586,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1602840.57186,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1602840.57186,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1587446.76786,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1587446.76786,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1587446.76786,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1587446.76786,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1587446.76786,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1572052.96386,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1541265.35585,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1525871.55185,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1525871.55185,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1525871.55185,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1525871.55185,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1525871.55185,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1525871.55185,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1525871.55185,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1525871.55185,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1525871.55185,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1479690.13984,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1479690.13984,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1479690.13984,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1479690.13984,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1479690.13984,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1479690.13984,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1479690.13984,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1464296.33584,1479690.13984,1772172.41589,1310358.29581,1956898.06392,
1633628.17987,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1633628.17987,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1618234.37586,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1602840.57186,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1602840.57186,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1587446.76786,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1572052.96386,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1572052.96386,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1556659.15985,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1556659.15985,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1556659.15985,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1556659.15985,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1541265.35585,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1525871.55185,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1525871.55185,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1525871.55185,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1510477.74785,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1510477.74785,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1495083.94384,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1495083.94384,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1479690.13984,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1479690.13984,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1479690.13984,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1464296.33584,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1464296.33584,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1464296.33584,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1464296.33584,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1464296.33584,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1464296.33584,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
1448902.53184,1495083.94384,1418114.92383,1895322.84791,1710597.19988,
0.0,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1602840.57186,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1602840.57186,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1602840.57186,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1572052.96386,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1572052.96386,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1541265.35585,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1541265.35585,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1541265.35585,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1541265.35585,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1525871.55185,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1525871.55185,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1525871.55185,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1510477.74785,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1510477.74785,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1510477.74785,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
1495083.94384,1541265.35585,1387327.31583,1464296.33584,2157017.51595,
0.0,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1633628.17987,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1633628.17987,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1633628.17987,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1633628.17987,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1587446.76786,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1587446.76786,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1587446.76786,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1572052.96386,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1572052.96386,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1541265.35585,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1541265.35585,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1541265.35585,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1541265.35585,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1541265.35585,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1541265.35585,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1525871.55185,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1525871.55185,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1510477.74785,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1479690.13984,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1479690.13984,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1464296.33584,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1448902.53184,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1448902.53184,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1448902.53184,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1448902.53184,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1448902.53184,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1448902.53184,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1448902.53184,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
1448902.53184,1495083.94384,1572052.96386,1418114.92383,2357136.96799,
0.0,1448902.53184,1541265.35585,1587446.76786,1926110.45592,
1633628.17987,1448902.53184,1541265.35585,1587446.76786,1926110.45592,
1587446.76786,1448902.53184,1541265.35585,1587446.76786,1926110.45592,
1572052.96386,1448902.53184,1541265.35585,1587446.76786,1926110.45592,
1572052.96386,1448902.53184,1541265.35585,1587446.76786,1926110.45592,
